Date,City,Country,Local Time,Latitude,Longitude,Max Temp (C),Min Temp (C),Avg Temp (C),Max Wind (mph),Max Wind (kph),Total Precip (mm),Avg Humidity (%),UV Index,Condition
2024-04-03,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,36.9,26.3,30.6,14.1,22.7,0.01,60,8.0,Cloudy
2024-04-04,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,39.1,27.7,31.6,16.8,27.0,0.11,57,9.0,Partly cloudy
2024-04-05,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,37.7,26.8,30.9,17.2,27.7,0.0,54,9.0,Partly cloudy
2024-04-06,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,38.8,26.5,31.0,17.0,27.4,0.0,56,9.0,Partly cloudy
2024-04-07,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,38.4,26.7,31.1,16.6,26.6,0.0,59,9.0,Sunny
2024-04-08,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,39.2,26.2,31.1,16.8,27.0,0.0,58,9.0,Partly cloudy
2024-04-09,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,40.5,26.5,31.6,19.7,31.7,0.0,54,10.0,Sunny
2024-04-10,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,40.2,25.8,31.6,17.2,27.7,0.0,49,10.0,Sunny
2024-04-11,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,40.8,26.7,32.1,18.3,29.5,0.0,50,10.0,Partly cloudy
2024-04-12,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,38.9,27.3,31.4,17.9,28.8,0.0,57,9.0,Partly cloudy
2024-04-13,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,36.7,27.6,30.8,16.1,25.9,0.08,60,8.0,Patchy rain possible
2024-04-14,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,39.4,26.8,31.2,18.3,29.5,0.0,56,9.0,Sunny
2024-04-15,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,39.4,26.9,31.6,17.0,27.4,0.07,58,9.0,Partly cloudy
2024-04-16,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,39.0,27.1,31.5,18.1,29.2,0.16,59,9.0,Sunny
2024-04-17,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,38.1,27.7,31.5,16.3,26.3,0.13,57,9.0,Partly cloudy
2024-04-18,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,36.0,27.3,31.1,14.3,23.0,0.39,61,8.0,Patchy rain possible
2024-04-19,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,37.9,27.1,31.3,15.7,25.2,0.03,59,9.0,Partly cloudy
2024-04-20,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,37.5,27.0,31.4,14.8,23.8,0.06,57,8.0,Patchy rain possible
2024-04-21,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,38.2,27.2,31.6,14.8,23.8,0.02,53,9.0,Partly cloudy
2024-04-22,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,37.7,26.7,31.0,13.9,22.3,0.0,57,9.0,Partly cloudy
2024-04-23,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,38.3,26.9,31.6,14.3,23.0,0.0,55,9.0,Sunny
2024-04-24,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,37.6,27.8,31.7,16.3,26.3,0.11,60,8.0,Thundery outbreaks possible
2024-04-25,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,38.3,28.1,32.2,15.4,24.8,0.63,60,8.0,Patchy rain possible
2024-04-26,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,39.1,28.2,32.6,16.1,25.9,0.06,60,8.0,Thundery outbreaks possible
2024-04-27,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,39.3,28.3,32.6,15.2,24.5,0.0,57,9.0,Partly cloudy
2024-04-28,Ho Chi Minh City,Vietnam,2024-10-16 11:14,10.75,106.6667,39.7,28.0,32.4,12.5,20.2,0.0,55,9.0,Partly cloudy
2024-04-29,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,40.4,28.0,32.9,16.1,25.9,0.0,55,10.0,Sunny
2024-04-30,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,37.3,29.2,32.4,13.4,21.6,0.33,59,8.0,Patchy rain possible
2024-05-01,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,37.5,28.5,32.4,13.2,21.2,0.7,60,8.0,Patchy light drizzle
2024-05-02,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,39.5,28.5,32.7,15.2,24.5,0.34,57,8.0,Patchy rain possible
2024-05-03,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,39.5,29.8,32.9,17.2,27.7,0.53,55,8.0,Patchy rain possible
2024-05-04,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,36.6,28.1,31.8,13.2,21.2,6.94,61,8.0,Light rain shower
2024-05-05,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,36.0,26.6,30.5,10.7,17.3,37.48,67,8.0,Heavy rain
2024-05-06,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,36.4,27.4,31.1,14.3,23.0,0.0,59,9.0,Partly cloudy
2024-05-07,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,37.0,27.9,31.7,13.4,21.6,5.96,59,8.0,Patchy rain possible
2024-05-08,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,39.1,28.4,32.5,16.3,26.3,1.9,57,8.0,Patchy rain possible
2024-05-09,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,36.6,28.3,31.4,14.1,22.7,3.89,61,8.0,Light rain shower
2024-05-10,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,38.0,27.6,31.6,15.2,24.5,0.06,61,9.0,Partly cloudy
2024-05-11,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,37.3,28.5,31.7,13.0,20.9,1.76,61,8.0,Patchy light drizzle
2024-05-12,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,36.8,28.2,31.4,10.3,16.6,1.89,64,8.0,Patchy rain possible
2024-05-13,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,35.5,27.3,30.7,10.3,16.6,11.63,66,8.0,Light drizzle
2024-05-14,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,35.2,27.3,30.5,7.8,12.6,8.84,67,8.0,Light rain shower
2024-05-15,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,36.1,28.2,31.1,12.3,19.8,7.52,65,8.0,Light rain shower
2024-05-16,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,35.1,27.0,30.1,11.4,18.4,4.69,71,8.0,Light rain shower
2024-05-17,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,34.8,27.5,30.5,10.1,16.2,3.1,69,7.0,Light rain shower
2024-05-18,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,36.5,27.3,31.2,12.1,19.4,1.52,62,8.0,Patchy rain possible
2024-05-19,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,35.9,27.4,30.8,9.6,15.5,9.17,67,8.0,Light drizzle
2024-05-20,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,34.3,28.2,30.9,8.7,14.0,1.41,66,7.0,Patchy light rain
2024-05-21,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,32.3,27.3,29.6,7.6,12.2,21.01,74,7.0,Moderate or heavy rain shower
2024-05-22,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,33.5,27.2,29.6,7.2,11.5,18.63,74,7.0,Light rain shower
2024-05-23,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,34.1,27.3,30.4,9.2,14.8,1.99,68,7.0,Light rain shower
2024-05-24,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,36.5,27.0,30.9,12.3,19.8,1.22,64,9.0,Partly cloudy
2024-05-25,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,35.9,27.5,31.0,11.0,17.6,3.35,66,8.0,Light drizzle
2024-05-26,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,36.7,27.8,31.4,9.6,15.5,4.66,64,8.0,Light rain shower
2024-05-27,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,37.2,28.1,32.0,8.5,13.7,1.25,61,8.0,Light drizzle
2024-05-28,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,37.6,28.2,32.4,12.5,20.2,0.97,58,8.0,Patchy rain possible
2024-05-29,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,34.2,27.7,30.4,10.3,16.6,5.36,69,7.0,Light rain shower
2024-05-30,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,35.4,28.5,31.3,13.6,22.0,1.59,63,8.0,Light rain shower
2024-05-31,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,34.3,26.1,29.6,9.4,15.1,22.57,72,7.0,Light rain shower
2024-06-01,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,32.9,26.0,28.3,8.5,13.7,8.52,78,7.0,Light rain shower
2024-06-02,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,33.9,26.1,29.4,6.5,10.4,1.27,72,7.0,Patchy rain possible
2024-06-03,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,37.1,28.2,31.7,10.1,16.2,0.6,60,9.0,Partly cloudy
2024-06-04,Ho Chi Minh City,Vietnam,2024-10-16 11:15,10.75,106.6667,37.6,27.8,31.6,9.4,15.1,2.0,60,8.0,Patchy light drizzle
2024-06-05,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,31.7,26.9,28.5,9.6,15.5,7.61,74,7.0,Light rain shower
2024-06-06,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,32.1,26.6,29.2,8.9,14.4,9.39,70,7.0,Light rain shower
2024-06-07,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,36.2,27.2,31.2,9.2,14.8,5.11,62,8.0,Patchy light drizzle
2024-06-08,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,34.6,27.6,30.5,8.5,13.7,5.65,67,7.0,Light rain shower
2024-06-09,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,30.9,26.2,27.7,9.8,15.8,18.63,79,7.0,Light rain shower
2024-06-10,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,31.4,24.4,26.5,15.7,25.2,11.64,83,7.0,Light rain shower
2024-06-11,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,33.4,25.6,29.2,10.3,16.6,6.21,70,7.0,Light rain shower
2024-06-12,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,36.0,26.5,30.6,10.5,16.9,0.04,63,8.0,Patchy rain possible
2024-06-13,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,35.5,26.9,31.0,9.8,15.8,0.08,62,8.0,Thundery outbreaks possible
2024-06-14,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,36.8,27.2,31.2,12.1,19.4,0.3,63,8.0,Patchy light drizzle
2024-06-15,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,35.7,27.6,30.9,9.8,15.8,12.49,66,8.0,Light rain shower
2024-06-16,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,35.3,27.6,30.7,10.3,16.6,5.03,65,8.0,Light rain shower
2024-06-17,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,35.5,26.2,30.2,11.4,18.4,3.29,65,8.0,Patchy rain possible
2024-06-18,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,35.4,25.9,29.9,8.9,14.4,1.95,67,8.0,Light rain shower
2024-06-19,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,34.7,27.4,30.5,12.3,19.8,0.68,64,7.0,Light rain shower
2024-06-20,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,32.2,25.5,28.3,10.1,16.2,17.46,76,7.0,Light rain shower
2024-06-21,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,26.1,24.7,25.4,7.6,12.2,44.0,91,6.0,Light rain shower
2024-06-22,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,30.0,25.1,26.7,13.0,20.9,23.74,84,7.0,Light rain shower
2024-06-23,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,25.5,24.1,24.7,14.5,23.4,8.15,90,6.0,Light rain shower
2024-06-24,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,27.6,24.5,25.5,9.6,15.5,14.04,87,6.0,Light rain shower
2024-06-25,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,25.5,23.7,24.6,5.8,9.4,14.16,93,6.0,Light rain shower
2024-06-26,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,30.5,24.0,26.8,6.0,9.7,16.66,82,7.0,Moderate or heavy rain shower
2024-06-27,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,29.8,25.2,27.3,7.6,12.2,17.5,82,6.0,Light rain shower
2024-06-28,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,32.9,25.0,28.2,8.3,13.3,10.8,78,7.0,Light rain shower
2024-06-29,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,33.2,26.0,29.0,11.4,18.4,1.81,73,7.0,Patchy rain possible
2024-06-30,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,33.1,25.5,28.4,7.6,12.2,7.38,76,7.0,Light rain shower
2024-07-01,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,33.4,25.5,29.4,9.8,15.8,0.06,70,7.0,Patchy rain possible
2024-07-02,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,35.6,24.9,29.4,8.5,13.7,27.18,71,8.0,Light rain shower
2024-07-03,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,27.6,24.2,25.6,8.3,13.3,2.29,83,6.0,Light rain shower
2024-07-04,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,32.7,25.3,28.3,9.2,14.8,7.09,75,7.0,Light rain shower
2024-07-05,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,34.8,25.4,29.2,10.1,16.2,0.59,70,7.0,Thundery outbreaks possible
2024-07-06,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,35.0,25.2,29.7,8.1,13.0,2.48,68,7.0,Cloudy
2024-07-07,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,33.5,25.8,28.5,9.8,15.8,16.23,77,7.0,Light rain shower
2024-07-08,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,33.0,25.5,28.4,9.2,14.8,1.79,74,7.0,Light drizzle
2024-07-09,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,33.1,25.6,28.6,7.2,11.5,4.91,74,7.0,Light rain shower
2024-07-10,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,26.6,23.9,25.6,9.2,14.8,25.46,90,6.0,Light rain shower
2024-07-11,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,31.1,24.6,26.9,17.4,28.1,13.23,80,7.0,Moderate or heavy rain shower
2024-07-12,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,25.7,24.1,24.8,14.3,23.0,7.88,90,6.0,Light rain shower
2024-07-13,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,29.5,24.4,26.3,16.1,25.9,9.28,84,6.0,Light rain shower
2024-07-14,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,26.0,24.2,24.9,13.9,22.3,10.31,89,6.0,Light rain shower
2024-07-15,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,29.2,24.3,25.8,13.0,20.9,7.3,87,6.0,Light rain shower
2024-07-16,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,29.6,24.3,26.0,14.3,23.0,7.02,86,6.0,Light rain shower
2024-07-17,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,27.3,24.1,25.2,9.6,15.5,11.25,91,6.0,Light rain shower
2024-07-18,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,28.1,23.8,25.4,12.8,20.5,5.32,89,6.0,Light rain shower
2024-07-19,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,28.8,24.3,26.1,11.2,18.0,13.96,87,6.0,Light rain shower
2024-07-20,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,25.9,23.7,24.4,6.9,11.2,4.77,93,6.0,Light rain
2024-07-21,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,28.5,23.5,25.2,13.0,20.9,0.46,89,6.0,Patchy rain possible
2024-07-22,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,31.5,24.5,27.4,16.6,26.6,2.86,79,7.0,Patchy light rain with thunder
2024-07-23,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,31.4,25.1,27.4,14.8,23.8,0.51,79,7.0,Patchy light rain with thunder
2024-07-24,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,32.8,25.4,28.5,15.7,25.2,0.87,74,7.0,Patchy light drizzle
2024-07-25,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,29.4,25.5,26.8,14.3,23.0,3.11,81,6.0,Light rain shower
2024-07-26,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,28.0,25.6,26.6,12.5,20.2,0.38,78,6.0,Patchy light drizzle
2024-07-27,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,27.9,25.1,26.1,12.3,19.8,2.77,85,6.0,Patchy rain possible
2024-07-28,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,31.0,24.9,27.3,11.4,18.4,19.66,82,7.0,Moderate or heavy rain shower
2024-07-29,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,29.4,24.7,26.8,8.7,14.0,17.28,85,6.0,Light rain shower
2024-07-30,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,31.1,24.6,27.3,8.7,14.0,12.76,83,7.0,Light rain shower
2024-07-31,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,32.0,24.5,27.5,10.5,16.9,7.52,81,7.0,Light rain shower
2024-08-01,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,32.1,24.9,27.7,7.4,11.9,4.22,80,7.0,Light rain shower
2024-08-02,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,32.2,24.9,27.9,6.5,10.4,4.5,79,7.0,Light rain shower
2024-08-03,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,31.8,25.2,28.1,8.3,13.3,13.07,79,7.0,Patchy light rain with thunder
2024-08-04,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,31.9,23.7,27.4,9.8,15.8,3.9,77,7.0,Patchy light drizzle
2024-08-05,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,26.7,25.3,25.9,6.7,10.8,13.0,88,6.0,Moderate or heavy rain shower
2024-08-06,Ho Chi Minh City,Vietnam,2024-10-16 11:16,10.75,106.6667,32.3,25.0,27.8,6.7,10.8,8.49,80,7.0,Light rain shower
2024-08-07,Ho Chi Minh City,Vietnam,2024-10-16 11:17,10.75,106.6667,32.5,25.2,28.5,9.4,15.1,3.15,75,7.0,Light rain shower
2024-08-08,Ho Chi Minh City,Vietnam,2024-10-16 11:17,10.75,106.6667,32.2,24.8,28.2,11.2,18.0,1.35,77,7.0,Light rain shower
2024-08-09,Ho Chi Minh City,Vietnam,2024-10-16 11:17,10.75,106.6667,32.9,25.4,28.7,10.3,16.6,0.74,75,7.0,Light rain shower
2024-08-10,Ho Chi Minh City,Vietnam,2024-10-16 11:17,10.75,106.6667,34.3,25.3,29.1,10.5,16.9,0.51,72,7.0,Light rain shower
2024-08-11,Ho Chi Minh City,Vietnam,2024-10-16 11:17,10.75,106.6667,33.6,25.5,29.2,10.3,16.6,0.56,72,7.0,Light drizzle
2024-08-12,Ho Chi Minh City,Vietnam,2024-10-16 11:17,10.75,106.6667,32.8,25.2,28.9,11.9,19.1,6.28,75,7.0,Light rain shower
2024-08-13,Ho Chi Minh City,Vietnam,2024-10-16 11:17,10.75,106.6667,33.5,25.1,28.8,11.2,18.0,6.71,75,7.0,Light rain shower
2024-08-14,Ho Chi Minh City,Vietnam,2024-10-16 11:17,10.75,106.6667,34.4,25.7,29.1,6.5,10.4,0.62,74,7.0,Light rain shower
2024-08-15,Ho Chi Minh City,Vietnam,2024-10-16 11:17,10.75,106.6667,34.3,25.9,29.6,8.3,13.3,0.74,71,7.0,Light drizzle
2024-08-16,Ho Chi Minh City,Vietnam,2024-10-16 11:17,10.75,106.6667,33.4,25.8,28.8,7.2,11.5,2.77,76,7.0,Light rain shower
2024-08-17,Ho Chi Minh City,Vietnam,2024-10-16 11:17,10.75,106.6667,33.6,25.6,28.8,6.9,11.2,1.2,75,7.0,Light rain shower
2024-08-18,Ho Chi Minh City,Vietnam,2024-10-16 11:17,10.75,106.6667,35.0,25.5,29.4,8.1,13.0,0.98,72,7.0,Light rain shower
2024-08-19,Ho Chi Minh City,Vietnam,2024-10-16 11:17,10.75,106.6667,34.0,25.8,29.3,7.6,12.2,0.78,73,7.0,Patchy light drizzle
2024-08-20,Ho Chi Minh City,Vietnam,2024-10-16 11:17,10.75,106.6667,34.4,25.9,29.3,6.7,10.8,0.87,72,7.0,Light drizzle
2024-08-21,Ho Chi Minh City,Vietnam,2024-10-16 11:17,10.75,106.6667,34.0,25.6,28.8,6.9,11.2,1.67,75,7.0,Patchy light drizzle
2024-08-22,Ho Chi Minh City,Vietnam,2024-10-16 11:17,10.75,106.6667,33.9,25.8,29.0,10.5,16.9,1.37,74,7.0,Light rain shower
2024-08-23,Ho Chi Minh City,Vietnam,2024-10-16 11:17,10.75,106.6667,35.1,26.2,29.5,9.8,15.8,3.42,70,8.0,Light rain shower
2024-08-24,Ho Chi Minh City,Vietnam,2024-10-16 11:17,10.75,106.6667,35.2,25.7,29.2,8.1,13.0,4.37,71,8.0,Light rain shower
2024-08-25,Ho Chi Minh City,Vietnam,2024-10-16 11:17,10.75,106.6667,32.8,25.5,28.6,7.6,12.2,2.06,75,7.0,Light rain shower
2024-08-26,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,31.8,24.6,27.3,11.9,19.1,15.3,81,7.0,Light rain shower
2024-08-27,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,30.6,24.8,26.5,6.3,10.1,9.14,83,7.0,Light rain shower
2024-08-28,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,30.4,24.9,27.0,14.5,23.4,10.26,81,7.0,Light rain shower
2024-08-29,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,26.6,24.3,25.3,10.1,16.2,15.95,89,6.0,Light rain shower
2024-08-30,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,27.7,24.6,25.9,11.2,18.0,1.46,82,6.0,Light rain shower
2024-08-31,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,31.0,24.7,27.0,9.2,14.8,6.07,77,7.0,Light rain shower
2024-09-01,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,28.4,24.3,25.4,5.4,8.6,23.36,90,6.0,Moderate or heavy rain shower
2024-09-02,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,26.4,24.2,25.0,9.4,15.1,9.4,92,6.0,Light rain shower
2024-09-03,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,28.5,23.9,25.1,14.3,23.0,12.84,91,6.0,Light rain shower
2024-09-04,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,31.5,25.1,27.1,14.3,23.0,7.23,82,7.0,Light rain shower
2024-09-05,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,30.3,24.3,26.7,15.4,24.8,13.43,86,7.0,Light rain shower
2024-09-06,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,29.5,25.2,26.9,14.1,22.7,7.67,84,6.0,Light rain shower
2024-09-07,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,31.3,25.4,27.5,14.8,23.8,10.57,82,7.0,Light rain shower
2024-09-08,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,31.7,25.1,27.7,13.0,20.9,1.1,78,7.0,Light rain shower
2024-09-09,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,33.6,24.9,28.3,11.4,18.4,0.44,75,7.0,Patchy rain possible
2024-09-10,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,32.4,25.2,28.1,8.3,13.3,1.87,79,7.0,Patchy rain possible
2024-09-11,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,26.3,24.7,25.4,9.6,15.5,27.9,91,6.0,Moderate or heavy rain shower
2024-09-12,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,30.1,25.1,26.7,8.7,14.0,14.98,87,7.0,Light rain shower
2024-09-13,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,27.1,24.5,25.7,9.4,15.1,18.81,91,6.0,Moderate or heavy rain shower
2024-09-14,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,28.2,24.6,26.0,11.4,18.4,6.69,88,6.0,Light rain shower
2024-09-15,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,31.1,24.4,26.8,12.1,19.4,12.14,85,7.0,Light rain shower
2024-09-16,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,30.2,24.5,27.1,9.8,15.8,9.35,82,7.0,Light rain shower
2024-09-17,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,29.0,24.2,25.9,12.1,19.4,38.25,88,6.0,Light rain shower
2024-09-18,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,28.5,23.7,25.5,10.5,16.9,13.66,90,6.0,Light rain shower
